name,amount,date,production_company,channel,format,genre,fund_name
Shortcuts 3,"$130,561",Feb 2002,HALSEY STREET,C4,13 x 30 mins,Drama,TV Production
Tagata Pasifika 2002,"$1,210,369",Feb 2002,TVNZ,TV One,52 x 30 mins,Special Interest,TV Production
Bro' Town 1,"$1,450,090",Feb 2002,Firehorse Films,TV3,6 x 30 mins,Comedy,TV Production
Anzac Day Ceremony 2002,"$29,136",Feb 2002,Television New Zealand,TV One,1 x 60 mins,Arts/Culture,TV Production
Grass Roots Business 1,"$100,000",Feb 2002,Screentime,TV One,20 x 30 mins,Documentary,TV Production
Royal Tour,"$125,522",Feb 2002,TVNZ,TV One,3 x 60 mins,Arts/Culture,TV Production
Young Farmer Contest 2002,"$114,628",Feb 2002,Dexterity Productions,TV One,1 x 60 mins,Special Interest,TV Production
Finding Natalia,"$44,752",Feb 2002,Bright Spark Television,TV One,1 x 60 mins,Documentary,TV Production
Girls Behaving Badly,"$80,057",Feb 2002,Greenstone Pictures,TV One,1 x 60 mins,Documentary,TV Production
Hitchhiker,"$82,707",Feb 2002,Greenstone TV,TV One,1 x 60 mins,Documentary,TV Production
Who Ate All The Pies?,"$79,500",Feb 2002,The Gibson Group,TV One,1 x 60 mins,Documentary,TV Production
Life Goes On,"$344,836",Feb 2002,Screentime,TV3,8 x 30 mins,Documentary,TV Production
The Truth About Money,"$256,227",Feb 2002,Visionary Film & TV,TV3,6 x 30 mins,Documentary,TV Production
Gather Round,"$76,500",Dec 2001,The Gibson Group,TV3,1 x 60 mins,Arts/Culture,TV Production
Stadium Spectacular 2002,"$153,900",Dec 2001,C4 Productions,TV One,1 x 90 mins,Arts/Culture,TV Production
So You Think You're Funny?,"$213,254",Dec 2001,Visionary Film & TV,TV One,7 x 30 mins,Comedy,TV Production
Spin Doctors 2,"$1,201,667",Dec 2001,SPIN DOCTORS,TV One,8 x 30 mins,Comedy,TV Production
Willy Nilly 2,"$500,000",Dec 2001,Big House Film & Television,TV One,7 x 30 mins,Comedy,TV Production
Our Oldest Soldier,"$60,000",Dec 2001,Ponsonby Productions,TV One,1 x 30 mins,Documentary,TV Production
True Justice,"$135,000",Dec 2001,Big Pictures Company,TV One,1 x 60 mins,Documentary,TV Production
Crime Story,"$350,000",Dec 2001,KAHUKURA PRODUCTIONS,TV3,1 x 120 mins,Drama,TV Production
Mercy Peak 2,"$7,215,000",Dec 2001,South Pacific Pictures,TV One,20 x 60 mins,Drama,TV Production
The Naked Vagina,"$84,687",Dec 2001,Raconteur International,TV3,1 x 60 mins,Documentary,TV Production
Diy Confessions,"$77,166",Dec 2001,Isola Productions,TV3,1 x 60 mins,Documentary,TV Production
The Price Of Kids,"$86,975",Dec 2001,Visionary Film & TV,TV3,1 x 60 mins,Documentary,TV Production
Happy Hour: Drinking In NZ,"$105,520",Dec 2001,Paul Dodge Productions,TV3,1 x 60 mins,Documentary,TV Production
Fraud,"$89,853",Dec 2001,Greenstone Pictures,TV3,1 x 60 mins,Documentary,TV Production
Fat Man Slim,"$87,709",Dec 2001,Pickled Possum Productions,TV3,1 x 60 mins,Documentary,TV Production
Married Again..and Again,"$84,340",Dec 2001,Raconteur International,TV3,1 x 60 mins,Documentary,TV Production
Manhattan Maori,"$114,470",Dec 2001,Kiwa Productions,TV One,1 x 60 mins,Documentary,TV Production
Ngati Porou East Coast,"$17,721",Dec 2001,MAURI ORA PRODUCTIONS,TV One,1 x 60 mins,Documentary,TV Production
Grammar Boys,"$60,695",Dec 2001,RSVP Productions,TV One,1 x 60 mins,Documentary,TV Production
Out Of The Shadows,"$75,826",Dec 2001,A C Productions,TV One,1 x 60 mins,Documentary,TV Production
Do Or Die - Lost In Bush,"$80,935",Dec 2001,Greenstone Pictures,TV One,1 x 60 mins,Documentary,TV Production
Top Heavy,"$80,705",Dec 2001,Greenstone TV,TV One,1 x 60 mins,Documentary,TV Production
Born To Be Big,"$79,632",Dec 2001,Greenstone Pictures,TV One,1 x 60 mins,Documentary,TV Production
Von Tempsky's Ghost,"$140,862",Dec 2001,Bright Spark Television,TV One,1 x 60 mins,Documentary,TV Production
Frontier Tales,"$124,977",Dec 2001,PIPI PRODUCTIONS,TV One,1 x 60 mins,Documentary,TV Production
The Sir Howard Morrison Story,"$65,600",Dec 2001,Red Sky Film & Television,TV One,1 x 60 mins,Documentary,TV Production
Anika Moa: The Making Of A Star,"$114,428",Dec 2001,The Tv Set,TV One,1 x 60 mins,Documentary,TV Production
My Kinda Kai,"$85,473",Dec 2001,Greenstone TV,TV One,1 x 60 mins,Documentary,TV Production
Polyfest 2002,"$200,000",Oct 2001,Front of The Box Productions,TV 2,5 x 30 mins,Arts/Culture,TV Production
Space 2002,"$698,965",Oct 2001,Satellite Media Group,TV 2,35 x 90 mins,Arts/Culture,TV Production
Squeeze 2002,"$272,647",Oct 2001,Satellite Media Group,TV 2,35 x 30 mins,Arts/Culture,TV Production
Animation Station 1,"$331,628",Oct 2001,Raconteur International,TV3,40 x 5 mins,Children,TV Production
Buzz & Poppy,"$150,000",Oct 2001,HUHU ENTERPRISES,TV 2,13 x 7 mins,Children,TV Production
Mai Time 2002,"$870,000",Oct 2001,Television New Zealand,TV 2,35 x 60 mins,Children,TV Production
Party Animals 1,"$889,438",Oct 2001,Imagination Television,TV 2,50 x 30 mins,Children,TV Production
Pasifica Beats 2002,"$71,540",Oct 2001,Television New Zealand,TV 2,2 x 60 mins,Children,TV Production
Smokefree Rockquest 2002,"$148,990",Oct 2001,Screentime,TV 2,3 x 30 mins,Children,TV Production
Smokefree Stage Challenge 2002,"$275,000",Oct 2001,Television New Zealand,TV 2,7 x 30 mins,Children,TV Production
Squirt 2002,"$1,200,000",Oct 2001,Taylormade Media,TV 2,40 x 30 mins,Children,TV Production
Sticky TV 2002,"$964,150",Oct 2001,Pickled Possum Productions,TV3,200 x 15 mins,Children,TV Production
Suzy's World 4,"$690,000",Oct 2001,Treehut,TV3,66 x 10 mins,Children,TV Production
The Dress Up Box 3,"$260,000",Oct 2001,PAPAGENO PRODUCTIONS,TV3,16 x 5 mins,Children,TV Production
Wannabes 2002,"$333,825",Oct 2001,Whitebait Productions,TV3,1 x 219 mins,Children,TV Production
What Now 2002,"$3,650,000",Oct 2001,TVNZ,TV 2,195 x 30 mins,Children,TV Production
Inside Out 2002,"$991,277",Oct 2001,LONG WHITE CLOUD PRODUCTIONS,TV One,40 x 30 mins,Special Interest,TV Production
Coffee Tea Or Me?,"$145,694",Oct 2001,Gaylene Preston Productions,TV One,1 x 60 mins,Documentary,TV Production
Frontier Of Dreams,"$343,710",Oct 2001,Whakapapa Productions,TV One,13 x 60 mins,Documentary,TV Production
Mataku 2,"$1,660,000",Oct 2001,South Pacific Pictures,TV3,8 x 30 mins,Drama,TV Production
Asia Downunder 2002,"$999,526",Oct 2001,Asia Vision,TV One,42 x 30 mins,Special Interest,TV Production
Asia Downunder Regional,"$5,000",Oct 2001,Asia Vision,TV One,Special Interest,TV Production,TV Production
The Knowledge Breakfast,"$200,000",Oct 2001,E-NET,TV One,8 x 180 mins,Documentary,TV Production
No 8 Wired 2002,"$100,000",Oct 2001,The Gibson Group,TV3,36 x 30 mins,Special Interest,TV Production
Praise Be 2002,"$617,233",Oct 2001,TVNZ,TV One,45 x 30 mins,Special Interest,TV Production
Queer Nation 7,"$985,842",Oct 2001,Livingstone Productions,TV 2,40 x 30 mins,Special Interest,TV Production
Queer Nation 7 -Regional,"$5,000",Oct 2001,Livingstone Productions,TV 2,Special Interest,TV Production,TV Production
Girls In The Ring,"$82,547",Oct 2001,TV ZOO,TV3,1 x 60 mins,Documentary,TV Production
The Receivers,"$89,385",Oct 2001,NONA FILMS,TV One,1 x 60 mins,Documentary,TV Production
How's The Weather Jim?,"$89,998",Oct 2001,RUSTIC ROAD PRODUCTIONS,TV One,1 x 60 mins,Documentary,TV Production
Mani's Story,"$119,621",Oct 2001,Greenstone TV,TV One,1 x 60 mins,Documentary,TV Production
Call Boys - On The Job,"$90,740",Oct 2001,Top Shelf Productions BADGIRLS PRODS,TV One,1 x 60 mins,Documentary,TV Production
The Machine 2,"$758,521",Oct 2001,TVNZ,TV 2,18 x 30 mins,Children,TV Production
Showstoppers - The Event,"$190,339",Aug 2001,Satellite Media Group,TV 2,1 x 90 mins,Arts/Culture,TV Production
Showstoppers - The Series,"$389,715",Aug 2001,Jump Productions,TV 2,6 x 60 mins,Arts/Culture,TV Production
The Summit,"$65,869",Aug 2001,Front of The Box Productions,TV3,1 x 60 mins,Arts/Culture,TV Production
Hard Out Additional,"$17,500",Aug 2001,Screenworks,TV 2,Children's Drama,TV Production,TV Production
Pulp Comedy 7,"$297,435",Aug 2001,PHOENIX TELEVISION - no longer exists,TV 2,17 x 30 mins,Comedy,TV Production
Spin Doctors 1,"$1,086,320",Aug 2001,Comedia Pictures,TV 2,7 x 30 mins,Comedy,TV Production
Children Of Gallipoli,"$179,942",Aug 2001,A C Productions,TV One,1 x 60 mins,Documentary,TV Production
Questions 2/killing Tomorrow- Studio Discussion,"$89,215",Aug 2001,Screentime,TV3,1 x 60 mins,Documentary,TV Production
The Trouble With Men,"$227,312",Aug 2001,Top Shelf Productions,TV One,6 x 30 mins,Documentary,TV Production
Questions 2/killing Tomorrow - Drama,"$435,580",Aug 2001,Screentime,TV3,1 x 60 mins,Drama,TV Production
Street Legal 3,"$4,673,990",Aug 2001,Screenworks,TV 2,13 x 60 mins,Drama,TV Production
Maori Sports Awards 2001,"$68,340",Aug 2001,Front of The Box Productions,TV One,1 x 90 mins,Special Interest,TV Production
Teen Behind The Wheel,"$69,000",Aug 2001,Greenstone TV,TV 2,1 x 60 mins,Documentary,TV Production
Lawyers,"$74,666",Aug 2001,TVZOO,TV 2,1 x 60 mins,Documentary,TV Production
Legless,"$84,927",Aug 2001,Greenstone TV,TV3,1 x 60 mins,Documentary,TV Production
Consecration Of Wgtn Cathedral Of St Paul,"$45,891",Aug 2001,Television New Zealand,TV One,1 x 30 mins,Special Interest,TV Production
Last Night Of The Proms 2001,"$113,590",Jun 2001,C4 Productions,TV One,1 x 90 mins,Arts/Culture,TV Production
Wearable Art Awards 2001,"$130,349",Jun 2001,TVNZ,TV One,1 x 90 mins,Arts/Culture,TV Production
What Now 2002 Interstitials,"$600,000",Jun 2001,TVNZ,TV 2,Children,TV Production,TV Production
Hard Out,"$2,400,000",Jun 2001,Screenworks,TV 2,13 x 30 mins,Children's Drama,TV Production
The Great Comedy Debates 2001 Additional,"$69,227",Jun 2001,Imagination Television,TV3,Comedy,TV Production,TV Production
Our New Zealand Additional,"$20,100",Jun 2001,PARTNERSHIP PRODUCTIONS,TV One,Documentary,TV Production,TV Production
Pavlova Paradise Revisited,"$235,726",Jun 2001,MCDOUGALL CRAIG NORTH,TV One,3 x 60 mins,Documentary,TV Production
Nga Manu Korero 2001,"$74,185",Jun 2001,Front of The Box Productions,TV 2,4 x 30 mins,Special Interest,TV Production
Once Were Dinosaurs,"$149,000",Jun 2001,Red Sky Film & Television,TV One,1 x 60 mins,Documentary,TV Production
Open Door 3,"$234,590",Jun 2001,Morningside Productions,TV3,10 x 30 mins,Special Interest,TV Production
Youth Info Update,"$383,516",Jun 2001,TVNZ,TV 2,24 x 30 mins,Children,TV Production
Moko Toa 2 - Hara's Revenge,"$100,000",Jun 2001,TE HAEATA PRODUCTIONS,TV 2,12 x 5 mins,Special Interest,TV Production
Reversion Te Karere,"$91,066",Jun 2001,TVNZ,TV One,260 x 15 mins,Special Interest,TV Production
Finn For A Day,"$23,260",Apr 2001,Baldwin Productions,TV One,1 x 60 mins,Arts/Culture,TV Production
Mai Time: Class Clowns,"$33,869",Apr 2001,Television New Zealand,TV 2,1 x 60 mins,Children,TV Production
Being Eve 2,"$2,100,000",Apr 2001,South Pacific Pictures,TV3,13 x 30 mins,Children's Drama,TV Production
A Question Of Justice,"$133,980",Apr 2001,Red Sky Film & Television,TV One,1 x 90 mins,Documentary,TV Production
Ake Ake - B Company Remembers,"$9,902",Apr 2001,STORY! INC,TV One,1 x 30 mins,Documentary,TV Production
Country Calendar 2001/02,"$220,000",Apr 2001,Television New Zealand,TV One,13 x 30 mins,Documentary,TV Production
High Country Dance,"$98,260",Apr 2001,Eyeworks Touchdown,TV 2,2 x 60 mins,Documentary,TV Production
Prime Suspect,"$165,444",Apr 2001,George Andrews Productions,TV One,1 x 90 mins,Documentary,TV Production
School Rules Additional,"$26,800",Apr 2001,Imagination Television,TV3,Documentary,TV Production,TV Production
Secret New Zealand 1,"$437,166",Apr 2001,Greenstone Pictures,TV One,7 x 30 mins,Documentary,TV Production
The Colour Of War,"$375,000",Apr 2001,Transworld,TV One,3 x 60 mins,Documentary,TV Production
Perfect Strangers,"$350,000",Apr 2001,Gaylene Preston Productions,TV 2,1 x 120 mins,Drama,TV Production
Whale Rider,"$500,000",Apr 2001,South Pacific Pictures,TV One,1 x 120 mins,Drama,TV Production
Park Rangers,"$290,735",Apr 2001,Eyeworks Touchdown,TV One,10 x 30 mins,Documentary,TV Production
The Human Animal,"$80,079",Apr 2001,Top Shelf Productions,TV 2,1 x 60 mins,Documentary,TV Production
World Famous In New Zealand,"$380,000",Apr 2001,Eyeworks Touchdown,TV 2,10 x 30 mins,Documentary,TV Production
Language,"$25,074",Apr 2001,Pito One Productions,TV 2,3 x 60 mins,Special Interest,TV Production
Fully Fledg..activist,"$55,000",Apr 2001,Tawera Productions,TV One,1 x 30 mins,Documentary,TV Production
Tuari Dawson,"$48,000",Apr 2001,Te Aratai Productions,TV One,1 x 30 mins,Documentary,TV Production
Dancing Through Doors,"$84,321",Apr 2001,Greenstone Pictures,TV3,1 x 60 mins,Documentary,TV Production
Chasing Elizabeth,"$47,305",Apr 2001,The Tv Set,TV3,1 x 60 mins,Documentary,TV Production
Family At War,"$87,890",Apr 2001,Front of The Box Productions,TV One,1 x 60 mins,Documentary,TV Production
Tulevai And The Sea,"$60,815",Apr 2001,BOB STENHOUSE,TV 2,1 x 7 mins,Children,TV Production
Amazing Kids,"$47,000",Feb 2001,Greenstone Pictures,TV One,1 x 60 mins,Arts/Culture,TV Production
Underwater Melon Man,"$100,000",Feb 2001,Monkey Biz,TV3,5 x 5 mins,Children,TV Production
Wiggly Fin,"$291,750",Feb 2001,WIGGLY FIN PRODUCTIONS,TV3,13 x 5 mins,Children,TV Production
Billy T Awards 2001,"$115,432",Feb 2001,PHOENIX TELEVISION,TV 2,1 x 60 mins,Comedy,TV Production
The Great Comedy Debates 2001,"$294,000",Feb 2001,Imagination Television,TV3,3 x 60 mins,Comedy,TV Production
Comedy Gala 2001,"$114,080",Feb 2001,PHOENIX TELEVISION,TV 2,1 x 90 mins,Comedy,TV Production
Ghosts,"$200,000",Feb 2001,TVWorks,TV3,8 x 30 mins,Documentary,TV Production
Pioneer House Additional,"$23,000",Feb 2001,Eyeworks Touchdown,TV One,Documentary,TV Production,TV Production
Tutus And Town Halls,"$114,000",Feb 2001,The Gibson Group,TV One,1 x 60 mins,Documentary,TV Production
Mataku 1 Additional,"$6,750",Feb 2001,South Pacific Pictures,TV3,Drama,TV Production,TV Production
Anzac Day Ceremony 2001,"$27,680",Feb 2001,Television New Zealand,TV One,1 x 60 mins,Arts/Culture,TV Production
Young Farmer Of The Year 2001,"$109,150",Feb 2001,Dexterity Productions,TV One,1 x 60 mins,Special Interest,TV Production
Jah,"$46,500",Feb 2001,Front of The Box Productions,TV One,1 x 30 mins,Documentary,TV Production
Pania Of The Reef,"$48,000",Feb 2001,TOITU PRODUCTIONS,TV One,1 x 30 mins,Documentary,TV Production
Stopping The Bash,"$87,327",Feb 2001,Kiwa Productions,TV3,1 x 60 mins,Documentary,TV Production
Flight 703: The Full Story,"$107,984",Feb 2001,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
Love On Line,"$83,625",Feb 2001,Messenger Films,TV3,1 x 60 mins,Documentary,TV Production
The Hardest Decision,"$88,194",Feb 2001,Greenstone TV,TV3,1 x 60 mins,Documentary,TV Production
Jailbirds,"$88,100",Feb 2001,MF Films,TV3,1 x 60 mins,Documentary,TV Production
The Haka,"$97,494",Feb 2001,Cinco Cine Film Productions,TV3,1 x 60 mins,Documentary,TV Production
Hog Heaven,"$87,285",Feb 2001,COMMUNICADO,TV One,1 x 60 mins,Documentary,TV Production
Back For Good,"$114,874",Feb 2001,The Tv Set,TV One,1 x 60 mins,Documentary,TV Production
Drinking For Two,"$93,674",Feb 2001,COMMUNICADO,TV One,1 x 60 mins,Documentary,TV Production
No Mean Feat,"$135,378",Feb 2001,CHAS TOOGOOD PRODUCTIONS,TV One,1 x 60 mins,Documentary,TV Production
Pakeha-Ha,"$77,275",Feb 2001,Greenstone TV,TV One,1 x 60 mins,Documentary,TV Production
Smith & Brown,"$218,395",Feb 2001,Attitude Pictures,TV One,1 x 60 mins,Documentary,TV Production
Teen Dads,"$69,599",Feb 2001,Raconteur International,TV One,1 x 60 mins,Documentary,TV Production
To Hell And Back: Tanjas Story,"$108,237",Feb 2001,Greenstone TV,TV One,1 x 60 mins,Documentary,TV Production
Tangiwai,"$88,863",Feb 2001,Top Shelf Productions,TV One,1 x 60 mins,Documentary,TV Production
Mercury Lane 1,"$731,436",Dec 2000,Greenstone Pictures,TV One,13 x 60 mins,Arts/Culture,TV Production
Polyfest 2001,"$200,000",Dec 2000,Front of The Box Productions,TV 2,5 x 30 mins,Arts/Culture,TV Production
The Big Art Trip 1,"$578,829",Dec 2000,COMMUNICADO,TV One,13 x 60 mins,Arts/Culture,TV Production
Young Musician Of The Year 2002,"$130,240",Dec 2000,C4 Productions,TV One,1 x 90 mins,Arts/Culture,TV Production
Bumble 3,"$1,007,357",Dec 2000,BUMBLE PRODUCTIONS,TV 2,75 x 30 mins,Children,TV Production
Mai Time 2001,"$870,000",Dec 2000,Television New Zealand,TV 2,35 x 60 mins,Children,TV Production
Pasifika Beats 2001,"$71,540",Dec 2000,Television New Zealand,TV 2,2 x 60 mins,Children,TV Production
Smokefree Rockquest 2001,"$148,990",Dec 2000,Screentime,TV 2,3 x 30 mins,Children,TV Production
Smokefree Stage Challenge 2001,"$250,000",Dec 2000,Television New Zealand,TV 2,7 x 30 mins,Children,TV Production
Squirt 2001,"$1,000,000",Dec 2000,Taylormade Media,TV 2,40 x 30 mins,Children,TV Production
Suzy's World 3,"$679,702",Dec 2000,Treehut,TV3,66 x 10 mins,Children,TV Production
The Big Chair 4,"$161,750",Dec 2000,Raconteur International,TV3,13 x 5 mins,Children,TV Production
The Dress Up Box 2,"$230,529",Dec 2000,PAPAGENO PRODUCTIONS,TV3,16 x 5 mins,Children,TV Production
The Machine 1,"$633,333",Dec 2000,TVNZ,TV 2,13 x 30 mins,Children,TV Production
What Now 2001,"$3,850,000",Dec 2000,TVNZ,TV 2,196 x 19 mins,Children,TV Production
Life And Times Of Te Tutu 2,"$1,138,496",Dec 2000,PIPI PRODUCTIONS,TV One,7 x 30 mins,Comedy,TV Production
Kidz First,"$176,378",Dec 2000,Greenstone Pictures,TV One,10 x 60 mins,Documentary,TV Production
School Rules,"$411,376",Dec 2000,Imagination Television,TV3,14 x 30 mins,Documentary,TV Production
Mercy Peak 1,"$7,215,000",Dec 2000,South Pacific Pictures,TV One,20 x 60 mins,Drama,TV Production
Busy As Aunty Bea,"$47,998",Dec 2000,Greenstone Pictures,TV One,1 x 30 mins,Documentary,TV Production
Shearers,"$46,500",Dec 2000,Front of The Box Productions,TV One,1 x 30 mins,Documentary,TV Production
Taking A Gamble,"$86,581",Dec 2000,Raconteur International,TV3,1 x 60 mins,Documentary,TV Production
Trip Of A Lifetime,"$89,460",Dec 2000,Kiwa Productions,TV3,1 x 60 mins,Documentary,TV Production
Stolen Memories,"$82,213",Dec 2000,Greenstone TV,TV3,1 x 60 mins,Documentary,TV Production
Body Piercing,"$83,320",Dec 2000,Screentime,TV3,1 x 60 mins,Documentary,TV Production
Business Of Scams,"$76,300",Dec 2000,Greenstone Pictures,TV3,1 x 60 mins,Documentary,TV Production
Out Of Control Kids,"$83,177",Dec 2000,Top Shelf Productions,TV3,1 x 60 mins,Documentary,TV Production
Phobias,"$73,610",Dec 2000,Frame Up Films,TV3,1 x 60 mins,Documentary,TV Production
Someone Else's Child,"$108,765",Dec 2000,Kiwa Productions,TV3,1 x 60 mins,Documentary,TV Production
The Hidden,"$8,678",Dec 2000,COMMUNICADO,TV3,1 x 60 mins,Documentary,TV Production
Postcards From Paradise,"$116,029",Dec 2000,The TV Set,TV3,1 x 60 mins,Documentary,TV Production
Coming Out Of The Dark,"$85,544",Dec 2000,Dexterity Productions,TV3,1 x 60 mins,Documentary,TV Production
Bald,"$72,262",Dec 2000,COMMUNICADO,TV3,1 x 60 mins,Documentary,TV Production
Ben & Olivia The Search For Truth,"$97,701",Dec 2000,Greenstone TV,TV3,1 x 60 mins,Documentary,TV Production
The Naked Penis,"$80,984",Dec 2000,Raconteur International,TV3,1 x 60 mins,Documentary,TV Production
Cindy's Diary,"$74,773",Dec 2000,RSVP Productions,TV One,1 x 60 mins,Documentary,TV Production
Joe Bennett's Guide To The Corridors Of Power,"$90,000",Dec 2000,Messenger Films,TV One,1 x 60 mins,Documentary,TV Production
My Father At War In Italy,"$100,091",Dec 2000,COMMUNICADO,TV One,1 x 60 mins,Documentary,TV Production
1951,"$122,451",Dec 2000,Bates Productions,TV One,1 x 60 mins,Documentary,TV Production
Otara Markets,"$75,323",Dec 2000,Front of The Box Productions,TV One,1 x 60 mins,Documentary,TV Production
Private Lives Of Giants,"$81,442",Dec 2000,Greenstone TV,TV One,1 x 60 mins,Documentary,TV Production
